日期,到达人数,目的地,能否定位,共乘序号,到达时间（验票时间）,上车时间,,高德 具体位置,经度,纬度,,腾讯 具体位置,经度,纬度,可信度(>7)可用
2018/4/21,1,成都瑞庭连锁酒店(晨辉二街店),1,20,21:10,21:28,,四川省成都市武侯区店,104.08231,30.636894,,成都锦江区成都瑞庭连锁酒店(晨辉二街店),104.10468,30.61234,7
2018/4/21,1,泛悦国际,1,20,21:27,21:28,,四川省成都市武侯区泛悦国际,104.079355,30.613172,,成都武侯区泛悦国际,104.07856,30.61283,7
2018/4/21,1,西二道街口,1,21,21:26,21:49,,四川省成都市青羊区西二道街,104.056079,30.672683,,成都青羊区西二道街,104.05518,30.67312,7
2018/4/21,2,锦江宾馆,1,21,21:39,21:49,,四川省成都市锦江区锦江宾馆,104.064678,30.648456,,成都锦江区锦江宾馆,104.06486,30.64821,7
2018/4/21,1,四川省地方税务局,1,22,21:49,22:15,,四川省成都市武侯区四川省地方税务局,104.075832,30.645017,,成都武侯区四川省地税局,104.07577,30.64515,7
2018/4/21,1,阳光金沙,1,22,21:53,22:15,,四川省成都市金牛区阳光金沙,104.011355,30.69054,,成都金牛区阳光金沙,104.01096,30.69103,7
2018/4/21,1,东客站,1,23,21:52,22:15,,四川省成都市成华区东客站,104.140903,30.622395,,成都成华区成华区,104.10194,30.65984,1
2018/4/21,2,成都斑斓家民宿九眼桥店,1,23,22:02,22:15,,四川省成都市,104.066541,30.572269,,成都锦江区成都斑斓家民宿九眼桥店,104.092316,30.643276,7
2018/4/21,1,西南交通大学(九里校区),1,24,22:59,23:14,,四川省成都市金牛区西南交通大学,104.053006,30.698733,,成都金牛区西南交通大学(九里校区),104.05484,30.69791,7
2018/4/21,1,康河郦景,1,25,23:04,23:31,,四川省成都市武侯区康河郦景,104.02455,30.65046,,成都武侯区康河郦景,104.02398,30.65012,7
2018/4/21,1,神仙树大院,1,25,23:17,23:31,,四川省成都市武侯区神仙树大院,104.043296,30.616511,,成都武侯区神仙树大院,104.04358,30.61721,7
2018/4/21,1,沙河堡医院,1,26,23:17,23:39,,四川省成都市锦江区沙河堡医院,104.126436,30.617672,,成都锦江区成都沙河堡医院,104.12634,30.61761,7
2018/4/21,1,四川大学,1,27,23:41,00:04,,四川省成都市武侯区四川大学,104.085486,30.629794,,成都武侯区四川大学,104.08248,30.63116,7
2018/4/21,1,锦洲花园,1,27,23:53,00:04,,四川省成都市锦江区锦洲花园,104.094935,30.62383,,成都锦江区锦洲花园,104.09509,30.62371,7
2018/4/21,1,爱家馨城,1,28,23:55,00:17,,四川省成都市武侯区爱家馨城,104.028448,30.637489,,成都武侯区爱家馨城,104.02814,30.63752,7
2018/4/21,1,康河郦景,1,28,23:57,00:17,,四川省成都市武侯区康河郦景,104.02455,30.65046,,成都武侯区康河郦景,104.02398,30.65012,7
2018/4/21,1,伊丽特酒店,1,29,00:03,00:18,,四川省成都市金牛区伊丽特酒店,104.085958,30.694096,,成都金牛区伊丽特酒店,104.08589,30.69406,7
2018/4/21,1,金茂假日,1,29,00:03,00:18,,四川省成都市锦江区成都金茂假日酒店,104.092627,30.643162,,成都锦江区金茂假日酒店(成都九眼桥店),104.092557,30.64299,7
2018/4/21,1,金茂假日,1,29,00:03,00:18,,四川省成都市锦江区成都金茂假日酒店,104.092627,30.643162,,成都锦江区金茂假日酒店(成都九眼桥店),104.092557,30.64299,7
2018/4/21,1,成都瑞思博雅酒店,1,28,00:10,00:17,,四川省成都市青羊区瑞思博雅酒店,104.055037,30.672764,,成都青羊区瑞思博雅酒店,104.05502,30.6729,7
2018/4/21,1,成都站,1,29,00:12,00:18,,四川省成都市金牛区成都站,104.073403,30.696772,,成都金牛区成都站,104.07358,30.69658,7
2018/4/21,1,太平园,1,30,00:22,00:39,,四川省成都市武侯区太平园,104.018008,30.620858,,成都武侯区太平园,104.01801,30.62086,7
2018/4/21,1,成都希尔顿酒店,1,31,00:24,00:44,,四川省成都市武侯区希尔顿酒店,104.068142,30.549534,,成都武侯区希尔顿酒店,104.03601,30.62343,7
2018/4/21,1,环球中心,1,31,00:25,,,四川省成都市武侯区环球中心,104.063117,30.568738,,成都武侯区环球中心,104.0633,30.56889,7
2018/4/21,1,蓝光云鼎,1,30,00:25,00:39,,四川省成都市金牛区蓝光云鼎,104.027704,30.687387,,成都金牛区蓝光·云鼎,104.02812,30.68777,7
2018/4/21,2,锦江之星酒店(成都白果林地铁站店),1,32,00:46,01:08,,四川省成都市金牛区锦江之星酒店,104.032356,30.675341,,成都成华区成华区,104.10194,30.65984,1
2018/4/21,1,泡桐树公寓,1,32,00:50,01:28,,四川省成都市青羊区泡桐树公寓,104.052431,30.665589,,成都青羊区泡桐树公寓,104.05229,30.66579,7
2018/4/21,1,龙腾小区,1,33,01:16,01:37,,四川省成都市武侯区龙腾小区,104.015716,30.653256,,成都武侯区龙腾小区,104.01585,30.65307,7
2018/4/21,2,成都轩雅映月酒店,1,34,01:17,01:35,,四川省成都市锦江区轩雅映月酒店,104.07553,30.652681,,成都锦江区轩雅映月酒店(春熙店),104.07553,30.65281,7
2018/4/21,1,福顺苑-西门,1,33,01:21,01:37,,四川省成都市成华区福顺苑,104.074221,30.703386,,成都成华区福顺苑,104.07438,30.70338,7
2018/4/21,1,时代天骄,1,34,01:26,01:35,,四川省成都市青羊区时代天骄,104.082825,30.672475,,成都青羊区时代天骄大厦,104.08315,30.67224,7
2018/4/21,1,礼顿酒店,1,34,01:27,01:35,,四川省成都市锦江区礼顿酒店,104.086725,30.66449,,成都锦江区礼顿酒店,104.08661,30.66433,7
2018/4/21,1,二环路西二段77号院,1,35,01:38,02:04,,四川省成都市青羊区二环路西二段77号院,104.020704,30.671691,,成都青羊区二环路西二段77号,104.02103,30.67193,7
2018/4/21,1,成都站,1,36,01:44,02:05,,四川省成都市金牛区成都站,104.073403,30.696772,,成都金牛区成都站,104.07358,30.69658,7
2018/4/21,1,金楠国际,1,35,01:47,02:04,,四川省成都市武侯区金楠国际,104.013507,30.633525,,成都武侯区金楠国际,104.01346,30.63354,7
2018/4/21,1,锦江之星酒店(成都春熙路王府井店),1,36,01:49,02:05,,四川省成都市锦江区春熙路,104.076291,30.654189,,成都锦江区春熙路,104.077,30.65557,7
2018/4/21,1,山水时尚酒店(九眼桥店),1,37,02:13,02:37,,四川省成都市锦江区山水时尚酒店,104.092476,30.643636,,成都锦江区九眼桥,104.08906,30.64004,7
2018/4/21,1,一品荷花,1,37,02:28,02:37,,四川省成都市金牛区一品荷花,104.080588,30.696709,,成都金牛区一品荷花,104.08045,30.69611,7
2018/4/21,2,三环航天立交北内侧-公交车站,1,,02:43,,,四川省成都市龙泉驿区公交车站,104.253807,30.53964,,成都锦江区航天立交,104.14103,30.61157,7
2018/4/21,1,赛格广场,1,,02:46,,,四川省成都市青羊区赛格广场,104.077502,30.665291,,成都青羊区赛格广场,104.07722,30.66474,7
2018/4/21,2,美城云庭,1,,02:49,,,四川省成都市双流区美城云庭,104.045195,30.534372,,成都武侯区美城云庭,104.04489,30.53476,7
2018/4/21,1,布丁酒店(成都一品天下蜀汉路东地铁站店),1,,02:51,,,四川省成都市金牛区布丁酒店,104.031433,30.683886,,成都金牛区一品天下,104.019732,30.688965,7
2018/4/22,1,撒哈拉何兮青年空间,1,1,09:25,09:38,,四川省成都市武侯区撒哈拉何兮青年空间,104.067413,30.643081,,成都武侯区成都撒哈拉·何兮青年空间,104.06741,30.64306,7
2018/4/22,2,长发街,1,2,10:47,10:59,,四川省成都市青羊区长发街,104.057933,30.666936,,成都青羊区长发街,104.05783,30.66703,7
2018/4/22,2,天府广场,1,3,09:52,10:19,,四川省成都市青羊区天府广场,104.06585,30.657361,,成都青羊区天府广场,104.06506,30.6575,7
2018/4/22,1,隐庐巷上生活馆,1,2,10:38,10:59,,四川省成都市武侯区隐庐巷上生活馆,104.035609,30.642981,,成都武侯区隐庐巷上生活馆,104.03546,30.64281,7
2018/4/22,1,祥宇宾馆(新南路店),1,4,11:29,11:55,,四川省成都市武侯区祥宇宾馆,104.076712,30.636895,,成都武侯区祥宇宾馆(新南路店),104.07681,30.63698,7
2018/4/22,4,新华国际,1,5,13:39,13:59,,,,,,成都青羊区新华国际酒店,104.07217,30.66396,7
2018/4/22,1,龙景花园,1,,14:49,,,四川省成都市青羊区龙景花园,104.034619,30.653207,,成都青羊区龙景花园,104.03481,30.65338,7
2018/4/22,1,华润·紫云府,1,6,14:52,15:09,,四川省成都市成华区紫云府,104.11787,30.646741,,成都成华区华润·紫云府,104.1175,30.6469,7
2018/4/22,2,都市家园,1,7,14:08,14:31,,四川省成都市锦江区都市家园,104.102977,30.612111,,成都锦江区育才·都市家园,104.102977,30.612112,7
2018/4/22,1,天鹅湖公寓,1,8,15:45,16:04,,四川省成都市武侯区天鹅湖公寓,104.07163,30.55617,,成都成华区天鹅湖,104.14583,30.73547,7
2018/4/22,1,景茂城果,1,9,16:38,17:04,,四川省成都市双流区景茂城果,104.068675,30.52775,,成都双流区景茂·城果,104.06927,30.52827,7
2018/4/22,1,四川大学,1,10,17:07,17:17,,四川省成都市武侯区四川大学,104.085486,30.629794,,成都武侯区四川大学,104.08248,30.63116,7
2018/4/22,2,成都馨佳缘酒店公寓(宽窄巷子新城市广场店),1,10,16:57,17:17,,,,,,成都青羊区成都馨佳缘酒店公寓,104.05705,30.67429,7
